,movie_title,imdb_id,movie_budget,movie_revenue,movie_release,join_title,imdb_rating,imdb_total_votes,Publisher,Pages,Rating,RatingDistTotal,Authors
32,Total Eclipse,tt0114702,0.0,732552.2601461794,1995.0,total eclipse,6.4,17511.0,DAW,206,3.44,total:368,John Brunner
33,White Man's Burden,tt0114928,17242152.823920265,0.0,1995.0,white man's burden,5.3,5343.0,"Oxford University Press, USA",229,3.87,total:148,Winthrop D. Jordan
34,The Babysitter,tt0112438,0.0,0.0,1995.0,the babysitter,4.3,6379.0,St. Martin's Paperbacks,368,3.32,total:263,Diana Diamond
35,Circle of Friends,tt0112679,0.0,0.0,1995.0,circle of friends,6.6,9610.0,Arrow,722,4.03,total:57474,Maeve Binchy
36,Dream Man,tt0112899,0.0,0.0,1995.0,dream man,4.9,326.0,Pocket Books,368,4.04,total:17480,Linda Howard
37,Dolores Claiborne,tt0109642,0.0,0.0,1995.0,dolores claiborne,7.4,52033.0,Editorial Grijalbo,291,3.86,total:120755,Stephen King
38,Exit to Eden,tt0109758,0.0,15168738.057142856,1994.0,exit to eden,4.3,7634.0,Severn House Publishers,336,3.58,total:14831,Anne Rampling
39,Hideaway,tt0113303,32329036.54485049,26296987.919202656,1995.0,hideaway,5.3,7924.0,Brilliance Audio,12,3.84,total:32369,Dean Koontz
40,Just Cause,tt0113501,0.0,0.0,1995.0,just cause,6.4,32132.0,Ballantine Books,494,3.85,total:2331,John Katzenbach
41,Little Women,tt0110367,39908571.42857143,0.0,1994.0,little women,7.3,67220.0,Signet Classics,449,4.08,total:1595807,Louisa May Alcott
42,Little Women,tt0110367,39908571.42857143,0.0,1994.0,little women,7.3,67220.0,Barnes  Noble Classics,489,4.08,total:1601291,Louisa May Alcott
43,A Little Princess,tt0113670,36639574.75083056,0.0,1995.0,a little princess,7.6,38522.0,Penguin Books,242,4.2,total:261634,Frances Hodgson Burnett
44,A Little Princess,tt0113670,36639574.75083056,0.0,1995.0,a little princess,7.6,38522.0,HarperCollins,324,4.2,total:261998,Frances Hodgson Burnett
45,Like Water for Chocolate,tt0103994,4690788.141720896,50814060.18961677,1992.0,like water for chocolate,7.1,20122.0,Black Swan,222,3.95,total:317405,Laura Esquivel
46,Man of the House,tt0113755,0.0,0.0,1995.0,man of the house,5.3,11027.0,Headline,320,4.46,total:211,Joan Jonker
47,My Family,tt0113896,11853980.06644518,0.0,1995.0,my family,7.3,4778.0,Zondervan/Youth Specialties,199,3.33,total:6,Kurt Johnston
48,Nobody's Fool,tt0110684,0.0,0.0,1994.0,nobody's fool,7.3,24165.0,Vintage,560,4.11,total:24829,Richard Russo
49,Once Were Warriors,tt0110729,0.0,4880210.7885714285,1994.0,once were warriors,7.9,38725.0,University of Hawaii Press,192,3.95,total:2527,Alan Duff
50,The Shawshank Redemption,tt0111161,55428571.42857143,62837085.55428571,1994.0,the shawshank redemption,9.3,3116179.0,British Film Institute,96,4.43,total:750,Mark Kermode
51,The War,tt0111667,0.0,0.0,1994.0,the war,6.8,14189.0,The New Press,192,3.85,total:2144,Marguerite Duras
52,The Client,tt0109446,99771428.57142857,260769724.96,1994.0,the client,6.7,81651.0,Delta,483,4.01,total:378641,John Grisham
53,The Client,tt0109446,99771428.57142857,260769724.96,1994.0,the client,6.7,81651.0,Random House Large Print,720,4.01,total:379408,John Grisham
54,The Client,tt0109446,99771428.57142857,260769724.96,1994.0,the client,6.7,81651.0,Dell,566,4.01,total:379450,John Grisham
55,The Crow,tt0109506,33257142.85714285,208411428.57142857,1994.0,the crow,7.5,227272.0,Walker Books,528,4.02,total:12541,Alison Croggon
56,The Crow,tt0109506,33257142.85714285,208411428.57142857,1994.0,the crow,7.5,227272.0,Pocket Books,240,4.28,total:12072,James O'Barr
57,Four Weddings and a Funeral,tt0109831,13302857.142857142,564708130.3771428,1994.0,four weddings and a funeral,7.1,177345.0,St. Martin's Griffin,128,3.76,total:509,Richard Curtis
58,The Jungle Book,tt0110213,0.0,0.0,1994.0,the jungle book,6.1,19870.0,Tor Classics,277,3.93,total:100040,Rudyard Kipling
59,Dos Crímenes,tt0112889,0.0,0.0,1995.0,dos crímenes,7.3,348.0,Joaquin Mortiz,211,4.22,total:2275,Jorge Ibargüengoitia
60,The Age of Innocence,tt0106226,77230476.19047618,73267735.02745098,1993.0,the age of innocence,7.2,72869.0,W. W. Norton & Company,544,3.95,total:134858,Edith Wharton
61,Barcelona,tt0109219,7094857.142857143,0.0,1994.0,barcelona,7.0,6977.0,Noguer,82,4.0,total:1,Camilo José Cela
62,Black Beauty,tt0109279,0.0,0.0,1994.0,black beauty,6.6,11179.0,Scholastic Paperbacks,245,3.96,total:227605,Anna Sewell
63,Black Beauty,tt0109279,0.0,0.0,1994.0,black beauty,6.6,11179.0,Turtleback Books,228,3.96,total:228118,Anna Sewell
64,Blink,tt0109297,0.0,36956561.00571428,1994.0,blink,6.2,9613.0,Thomas Nelson,400,4.17,total:15679,Ted Dekker
65,Even Cowgirls Get the Blues,tt0106834,17737142.85714286,0.0,1994.0,even cowgirls get the blues,4.3,8148.0,No Exit Press,366,3.76,total:48617,Tom Robbins
66,The Firm,tt0106918,95402352.94117646,613865002.150252,1993.0,the firm,6.9,158144.0,Addison Wesley Publishing Company,76,4.02,total:545180,Robin Waterfield
67,The Firm,tt0106918,95402352.94117646,613865002.150252,1993.0,the firm,6.9,158144.0,Random House Audio,2,4.06,total:35450,John Grisham
68,A Good Man in Africa,tt0109920,0.0,0.0,1994.0,a good man in africa,5.1,2803.0,Vintage,352,3.85,total:3723,William  Boyd
69,The House of the Spirits,tt0107151,56787114.84593837,0.0,1993.0,the house of the spirits,6.9,26174.0,Black Swan,491,4.23,total:177625,Isabel Allende
70,Jurassic Park,tt0107290,143103529.41176468,2089992974.789916,1993.0,jurassic park,8.2,1150542.0,Random House Value Publishing,399,4.02,total:772965,Michael Crichton
71,M. Butterfly,tt0107468,0.0,3406761.236414565,1993.0,m. butterfly,6.7,11561.0,"Dramatists Play Service, Inc.",93,3.96,total:10648,David Henry Hwang
72,Made in America,tt0107478,49972661.06442577,0.0,1993.0,made in america,5.1,18539.0,Bantam Books,304,3.71,total:14,Peter Maas
73,Malice,tt0107497,0.0,105409005.79585432,1993.0,malice,6.5,30187.0,Dell,432,3.95,total:9096,Danielle Steel
74,Malice,tt0107497,0.0,105409005.79585432,1993.0,malice,6.5,30187.0,Delacorte Press,352,3.95,total:9106,Danielle Steel
75,Much Ado About Nothing,tt0107616,18171876.75070028,0.0,1993.0,much ado about nothing,7.3,54768.0,Cambridge University Press,196,4.07,total:207100,William Shakespeare
76,Much Ado About Nothing,tt0107616,18171876.75070028,0.0,1993.0,much ado about nothing,7.3,54768.0,Signet Classic,166,4.07,total:207100,William Shakespeare
77,Naked,tt0107653,0.0,0.0,1993.0,naked,7.7,47728.0,Turtleback Books,291,4.09,total:229698,David Sedaris
78,Naked,tt0107653,0.0,0.0,1993.0,naked,7.7,47728.0,Hachette Audio,3,4.09,total:230058,David Sedaris
79,North,tt0110687,88685714.28571428,0.0,1994.0,north,4.6,15380.0,HarperTrophy,354,3.72,total:385,Donna Jo Napoli
80,North,tt0110687,88685714.28571428,0.0,1994.0,north,4.6,15380.0,Dalkey Archive Press,454,4.02,total:606,Louis-Ferdinand Céline
81,Orlando,tt0107756,9381576.283441791,0.0,1992.0,orlando,7.1,20440.0,Penguin Classics,228,3.87,total:53508,Virginia Woolf
82,The Puppet Masters,tt0111003,0.0,19151839.634285714,1994.0,the puppet masters,5.9,10366.0,Del Rey/Ballantine Books,208,3.87,total:28897,Robert A. Heinlein
83,The Remains of the Day,tt0107943,26122072.829131648,52784556.82946778,1993.0,the remains of the day,7.8,90666.0,Pearson Education Limited,120,4.12,total:187792,Kazuo Ishiguro
84,Rising Sun,tt0107969,0.0,243500399.9630252,1993.0,rising sun,6.3,49777.0,Turtleback Books,399,3.63,total:46593,Michael Crichton
85,The Road to Wellville,tt0111001,0.0,0.0,1994.0,the road to wellville,5.9,13835.0,Penguin Books,496,3.67,total:5828,T. Coraghessan Boyle
86,Schindler's List,tt0108052,49972661.06442577,729976934.430364,1993.0,schindler's list,9.0,1553410.0,Touchstone,517,4.35,total:137213,Thomas Keneally
87,Schindler's List,tt0108052,49972661.06442577,729976934.430364,1993.0,schindler's list,9.0,1553410.0,Atria Books,400,4.35,total:137585,Thomas Keneally
88,The Secret Garden,tt0108071,0.0,0.0,1993.0,the secret garden,7.3,47530.0,Dover Publications,256,4.13,total:844700,Frances Hodgson Burnett
89,Shadowlands,tt0108101,49972661.06442577,0.0,1993.0,shadowlands,7.3,21307.0,Plume,112,4.1,total:427,William Nicholson
90,Six Degrees of Separation,tt0108149,0.0,0.0,1993.0,six degrees of separation,6.8,23862.0,Dramatists Play Service,74,4.0,total:5943,John Guare
91,Blade Runner,tt0083658,96210847.45762712,113871097.57864408,1982.0,blade runner,8.1,867643.0,Del Rey,216,4.09,total:322772,Philip K. Dick
92,Blade Runner,tt0083658,96210847.45762712,113871097.57864408,1982.0,blade runner,8.1,867643.0,British Film Institute,96,3.83,total:602,Scott Bukatman
93,The Nightmare Before Christmas,tt0107688,40886722.68907563,171802394.80750698,1993.0,the nightmare before christmas,7.9,403128.0,Disney Press,176,3.98,total:1406,Jun Asuka
94,The Three Musketeers,tt0108333,68144537.81512605,122430396.04313724,1993.0,the three musketeers,6.4,62915.0,Viking,704,4.07,total:262810,Alexandre Dumas
95,Germinal,tt0107002,0.0,0.0,1993.0,germinal,7.1,6038.0,Penguin Classics,592,4.14,total:27614,Émile Zola
96,Chasers,tt0109403,0.0,3540083.177142857,1994.0,chasers,5.2,7633.0,Ballantine Books,352,3.82,total:289,Lorenzo Carcaterra
97,Ghost,tt0099653,55969380.39215686,1284751686.2745097,1990.0,ghost,7.1,251409.0,Tor Books,279,3.18,total:800,Piers Anthony
98,The Silence of the Lambs,tt0102926,45753466.96362288,656786014.2783668,1991.0,the silence of the lambs,8.6,1674785.0,St. Martin's Press,352,4.19,total:441101,Thomas  Harris
99,Snow White and the Seven Dwarfs,tt0029583,0.0,0.0,1937.0,snow white and the seven dwarfs,7.6,234747.0,Harmony,128,4.19,total:22533,Walt Disney Company
100,Beauty and the Beast,tt0101414,60201930.21529325,908689266.3363328,1991.0,beauty and the beast,8.0,499046.0,Seastar Books,48,4.34,total:5862,Marianna Mayer
101,Jane Eyre,tt0116684,0.0,0.0,1996.0,jane eyre,6.8,10638.0,Penguin,532,4.12,total:1548529,Charlotte Brontë
102,Jane Eyre,tt0116684,0.0,0.0,1996.0,jane eyre,6.8,10638.0,Signet Classics,462,4.12,total:1553077,Charlotte Brontë
103,Jane Eyre,tt0116684,0.0,0.0,1996.0,jane eyre,6.8,10638.0,Turtleback Books,461,4.12,total:1553399,Charlotte Brontë
104,Theodore Rex,tt0114658,72201514.9501661,0.0,1995.0,theodore rex,2.4,5063.0,Random House Trade Paperbacks,565,4.19,total:40229,Edmund Morris
105,Frisk,tt0113122,0.0,0.0,1996.0,frisk,4.9,800.0,Grove Weidenfeld,204,3.43,total:3225,Dennis Cooper
106,Moll Flanders,tt0117071,0.0,0.0,1996.0,moll flanders,6.4,4670.0,Wordsworth Editions,339,3.52,total:40471,Daniel Defoe
107,James and the Giant Peach,tt0116683,79676690.36845508,60640805.17874597,1996.0,james and the giant peach,6.7,77652.0,Alfred A. Knopf,146,4.01,total:357187,Roald Dahl
108,James and the Giant Peach,tt0116683,79676690.36845508,60640805.17874597,1996.0,james and the giant peach,6.7,77652.0,HarperFestival,3,4.01,total:358468,Roald Dahl
109,The Promise,tt0111613,0.0,0.0,1995.0,the promise,6.7,969.0,Anchor Books,368,4.15,total:12132,Chaim Potok
110,The Promise,tt0111613,0.0,0.0,1995.0,the promise,6.7,969.0,Moyer Bell and its subsidiaries,256,4.01,total:375,Pearl S. Buck
111,Solo,tt0117688,0.0,0.0,1996.0,solo,4.1,4720.0,Headline Review,421,3.65,total:4259,Jill Mansell
112,Delta of Venus,tt0109593,0.0,135672.0347641196,1995.0,delta of venus,4.7,2496.0,Random House Value Publishing,0,3.62,total:18135,Anaïs Nin
113,The Quest,tt0117420,62902650.29088559,120354884.4815514,1996.0,the quest,5.6,29646.0,Thomas Dunne Books,512,3.85,total:9057,Wilbur Smith
114,Of Love and Shadows,tt0110712,0.0,0.0,1994.0,of love and shadows,4.9,2604.0,Dial Press Trade Paperback,304,3.97,total:23666,Isabel Allende
115,Mouth to Mouth,tt0112546,0.0,0.0,1995.0,mouth to mouth,6.3,1833.0,Kensington,280,3.81,total:3292,Erin McCarthy
116,Cold Comfort Farm,tt0112701,0.0,0.0,1995.0,cold comfort farm,7.2,7996.0,Penguin Classics,233,3.91,total:40159,Stella Gibbons
117,Twister,tt0117998,192901460.8920492,1036785645.099108,1996.0,twister,6.6,248146.0,Ballantine Books,182,3.63,total:1723,Michael Crichton
118,Ghost in the Shell,tt0113568,0.0,4930639.30067774,1995.0,ghost in the shell,7.9,169248.0,Titan,368,4.18,total:9990,Masamune Shirow
119,Thinner,tt0117894,0.0,0.0,1996.0,thinner,5.8,36205.0,Signet,320,3.72,total:166221,Richard Bachman
120,Kim,tt0042644,0.0,0.0,1950.0,kim,6.5,2359.0,Adamant Media Corporation,337,3.72,total:32132,Rudyard Kipling
121,Trainspotting,tt0117951,8387020.038784746,34577754.60530058,1996.0,trainspotting,8.1,759395.0,British Film Institute,96,4.03,total:76,Murray Smith
122,The Fan,tt0116277,115321525.53329024,39055037.35095023,1996.0,the fan,5.9,53348.0,Fawcett,320,3.44,total:321,Peter Abrahams
123,The Hunchback of Notre Dame,tt0116583,209675500.96961865,209966637.49947,1996.0,the hunchback of notre dame,7.0,181183.0,Tantor Audio,0,4.0,total:162555,Victor Hugo
124,A Time to Kill,tt0117913,83870200.38784745,319264512.9836846,1996.0,a time to kill,7.5,194946.0,Random House Audio Publishing Group,0,4.07,total:684687,John Grisham
125,Alaska,tt0115493,48225365.22301229,0.0,1996.0,alaska,5.8,6073.0,Dial Press Trade Paperback,868,4.12,total:11312,James A. Michener
126,Death in the Garden,tt0049521,0.0,0.0,1956.0,death in the garden,6.7,2795.0,Felony & Mayhem,294,3.65,total:617,Elizabeth Ironside
127,Ransom,tt0117438,167740400.7756949,648930329.3510537,1996.0,ransom,6.7,141860.0,Laurel Leaf,176,3.67,total:3678,Lois Duncan
128,Matilda,tt0117008,75483180.34906271,70156198.11950874,1996.0,matilda,7.0,190463.0,Puffin Books,240,4.32,total:590839,Roald Dahl
129,Emma,tt0116191,12580530.05817712,46614340.28535231,1996.0,emma,6.6,43486.0,Penguin Books,474,4.0,total:609938,Jane Austen
130,The Godfather,tt0068646,47238058.25242718,1929410233.088544,1972.0,the godfather,9.2,2172885.0,NAL,448,4.36,total:316399,Mario Puzo
131,The Godfather,tt0068646,47238058.25242718,1929410233.088544,1972.0,the godfather,9.2,2172885.0,Brilliance Audio,12,4.37,total:317196,Mario Puzo
132,Bound,tt0115736,9435397.54363284,14701014.044318035,1996.0,bound,7.3,65688.0,Simon Pulse,186,3.71,total:5286,Donna Jo Napoli
133,Gone Fishin',tt0119214,107851342.53450435,0.0,1997.0,gone fishin',4.8,11026.0,Washington Square Press,208,3.9,total:2366,Walter Mosley
134,The Island of Dr. Moreau,tt0116654,83870200.38784745,104057294.2383452,1996.0,the island of dr. moreau,4.6,37570.0,J. M. Dent & Sons,176,3.73,total:88821,H.G. Wells
135,Twelfth Night,tt0117991,0.0,0.0,1996.0,twelfth night,7.1,6687.0,Simon Schuster,272,3.98,total:151681,William Shakespeare
136,Mother Night,tt0117093,0.0,0.0,1996.0,mother night,7.1,5831.0,Dial Press,282,4.22,total:72252,Kurt Vonnegut Jr.
137,For Whom the Bell Tolls,tt0035896,0.0,0.0,1943.0,for whom the bell tolls,6.8,10916.0,Vintage Classics,490,3.97,total:241480,Ernest Hemingway
138,For Whom the Bell Tolls,tt0035896,0.0,0.0,1943.0,for whom the bell tolls,6.8,10916.0,P. F. Collier and Sons,503,3.97,total:241544,Ernest Hemingway
139,Breakfast at Tiffany's,tt0054698,27175603.217158176,103267292.22520109,1961.0,breakfast at tiffany's,7.5,201535.0,Penguin Books,157,3.89,total:204370,Truman Capote
140,Vertigo,tt0052357,28076406.1452514,317119553.0726257,1958.0,vertigo,8.2,452334.0,British Film Institute,87,3.83,total:157,Charles Barr
141,Charade,tt0056923,42623915.900131404,143584926.42522994,1963.0,charade,7.8,91515.0,Hachette Books,496,3.94,total:7770,Sandra Brown
142,The Maltese Falcon,tt0033870,0.0,0.0,1941.0,the maltese falcon,7.9,172542.0,Orion,213,3.91,total:82075,Dashiell Hammett
143,The Wizard of Oz,tt0032138,0.0,0.0,1939.0,the wizard of oz,8.1,458508.0,British Film Institute,69,4.0,total:815,Salman Rushdie
144,The Wizard of Oz,tt0032138,0.0,0.0,1939.0,the wizard of oz,8.1,458508.0,,219,3.99,total:348776,L. Frank Baum
145,Gone with the Wind,tt0031381,0.0,0.0,1939.0,gone with the wind,8.2,351538.0,Warner Books,1037,4.3,total:1041731,Margaret Mitchell
146,Rebecca,tt0032976,0.0,0.0,1940.0,rebecca,8.1,160835.0,Virago Press (UK),441,4.23,total:420434,Daphne du Maurier
147,Spellbound,tt0038109,0.0,0.0,1945.0,spellbound,7.5,55681.0,Penguin Books Ltd,439,3.63,total:24635,Jane Green
148,The Adventures of Robin Hood,tt0029843,0.0,0.0,1938.0,the adventures of robin hood,7.9,56999.0,University of Wisconsin Press,235,4.4,total:5,Rudy Behlmer
149,The Adventures of Robin Hood,tt0029843,0.0,0.0,1938.0,the adventures of robin hood,7.9,56999.0,Puffin,320,4.07,total:11799,Roger Lancelyn Green
150,Lost Horizon,tt0029162,0.0,0.0,1937.0,lost horizon,7.6,15421.0,Harper Perennial,241,3.92,total:16845,James Hilton
151,East of Eden,tt0048028,12.116847217033992,60.58423608516996,1955.0,east of eden,7.8,51071.0,Penguin Books,601,4.37,total:409480,John Steinbeck
152,East of Eden,tt0048028,12.116847217033992,60.58423608516996,1955.0,east of eden,7.8,51071.0,Bantam Books,691,4.37,total:409480,John Steinbeck
153,The Thin Man,tt0025878,0.0,0.0,1934.0,the thin man,7.9,34391.0,Vintage Crime/Black Lizard,201,3.95,total:25894,Dashiell Hammett
154,Around the World in Eighty Days,tt0048960,72538501.67722699,507769511.7405889,1956.0,around the world in eighty days,6.7,31356.0,Signet,236,3.93,total:175298,Jules Verne
155,The Scarlet Letter,tt0017350,0.0,0.0,1926.0,the scarlet letter,7.6,2114.0,Penguin Books,279,3.4,total:678359,Nathaniel Hawthorne
156,The Scarlet Letter,tt0017350,0.0,0.0,1926.0,the scarlet letter,7.6,2114.0,W. W. Norton & Company,439,3.4,total:679902,Nathaniel Hawthorne
157,Of Human Bondage,tt0025586,0.0,0.0,1934.0,of human bondage,7.0,8950.0,Replica Books,774,4.13,total:45518,W. Somerset Maugham
158,Cat on a Hot Tin Roof,tt0051459,33977094.97206704,198996189.0793296,1958.0,cat on a hot tin roof,7.9,56125.0,New Directions Publishing Corporation,173,4.08,total:51224,Tennessee Williams
159,A Farewell to Arms,tt0022879,0.0,0.0,1932.0,a farewell to arms,6.4,7385.0,Amereon Limited,336,3.81,total:253173,Ernest Hemingway
160,Bliss,tt0118742,0.0,598399.9470012547,1997.0,bliss,6.0,3069.0,Leisure Books,394,3.97,total:2254,Lynsay Sands
161,Last Man Standing,tt0116830,140482585.6496445,99107321.14006466,1996.0,last man standing,6.4,62996.0,Warners Visions Books,640,4.04,total:45331,David Baldacci
162,Last Man Standing,tt0116830,140482585.6496445,99107321.14006466,1996.0,last man standing,6.4,62996.0,Warner Books,821,4.04,total:45331,David Baldacci
163,The Chamber,tt0115862,104837750.48480932,47261610.65360052,1996.0,the chamber,6.0,16967.0,Random House Audio,0,3.79,total:119700,John Grisham
164,The Chamber,tt0115862,104837750.48480932,47261610.65360052,1996.0,the chamber,6.0,16967.0,Dell Publishing Company,676,3.79,total:119712,John Grisham
165,Pollyanna,tt0054195,0.0,0.0,1960.0,pollyanna,7.4,12253.0,Hard Press,170,3.98,total:73752,Eleanor H. Porter
166,Swiss Family Robinson,tt0054357,0.0,0.0,1960.0,swiss family robinson,7.1,19470.0,IndyPublish.com,332,3.92,total:94382,Johann David Wyss
167,"20,000 Leagues Under the Sea",tt0046672,60201930.21529324,339538886.4142539,1954.0,"20,000 leagues under the sea",7.2,39685.0,IndyPublish,440,3.88,total:186838,Jules Verne
168,"20,000 Leagues Under the Sea",tt0046672,60201930.21529324,339538886.4142539,1954.0,"20,000 leagues under the sea",7.2,39685.0,Evans Brothers,48,3.76,total:728,Pauline Francis
169,Alice in Wonderland,tt0043274,38341371.15839244,7310421434.200158,1951.0,alice in wonderland,7.3,163531.0,Gramercy Books,92,4.03,total:367242,Jane Carruth
170,Alice in Wonderland,tt0043274,38341371.15839244,7310421434.200158,1951.0,alice in wonderland,7.3,163531.0,Scholastic Paperbacks,160,4.02,total:214824,Lewis Carroll
171,The Secret Agent,tt0117582,0.0,0.0,1996.0,the secret agent,5.6,2753.0,Oxford University Press,304,3.59,total:17917,Joseph Conrad
172,The Ghost and the Darkness,tt0116409,104837750.48480932,157256625.72721398,1996.0,the ghost and the darkness,6.8,69470.0,Applause Theatre & Cinema Book Publishers,192,3.74,total:47,William Goldman
173,Jude,tt0116722,14677285.067873305,849185.7789269555,1996.0,jude,6.9,11615.0,Simon Pulse,288,4.22,total:1437,Kate Morgenroth
174,A Damsel in Distress,tt0028757,0.0,0.0,1937.0,a damsel in distress,6.8,2554.0,rbooks,216,4.08,total:4982,P.G. Wodehouse
175,Crossfire,tt0039286,0.0,0.0,1947.0,crossfire,7.2,10577.0,University of Queensland Pr (Australia),144,2.69,total:16,James Moloney
176,The Old Man and the Sea,tt0052027,0.0,0.0,1958.0,the old man and the sea,6.9,9137.0,Simon  Schuster Audio,3,3.77,total:779615,Ernest Hemingway
177,The Old Man and the Sea,tt0052027,0.0,0.0,1958.0,the old man and the sea,6.9,9137.0,Heinemann Library,92,3.77,total:782720,Ernest Hemingway
178,The Doors,tt0101761,91506933.92724577,82878535.6245286,1991.0,the doors,7.2,105628.0,Hachette Books,304,4.31,total:243,The Doors
179,Sophie's Choice,tt0084707,41233220.33898305,103206750.50847456,1982.0,sophie's choice,7.5,56004.0,Vintage Books,640,4.19,total:80087,William Styron
180,A Christmas Carol,tt0029992,0.0,0.0,1938.0,a christmas carol,7.5,9480.0,Bethany House Publishers,104,4.05,total:574810,Charles Dickens
181,A Streetcar Named Desire,tt0044081,23004822.69503546,102243656.42237982,1951.0,a streetcar named desire,7.9,118760.0,Dramatists Play Service,107,3.98,total:254700,Tennessee Williams
182,Microcosmos,tt0117040,0.0,0.0,1996.0,microcosmos,7.9,12016.0,Cambridge University Press,208,4.0,total:1,Jeremy Burgess
183,The Abyss,tt0096754,187341254.12541252,240867589.01042905,1989.0,the abyss,7.5,205387.0,Legend,363,4.07,total:18197,Orson Scott Card
184,Faust,tt0109781,0.0,0.0,1994.0,faust,7.4,4594.0,W.W. Norton & Company,752,3.96,total:29391,Johann Wolfgang von Goethe
185,Faust,tt0109781,0.0,0.0,1994.0,faust,7.4,4594.0,Hesperus Press,92,3.83,total:343,Ivan Turgenev
186,The English Patient,tt0116209,56612385.26179703,486397731.2501617,1996.0,the english patient,7.4,211128.0,Vintage,0,3.88,total:109082,Michael Ondaatje
187,One Flew Over the Cuckoo's Nest,tt0073486,18606195.02868069,675908952.3747611,1975.0,one flew over the cuckoo's nest,8.6,1135984.0,Signet,272,4.2,total:606956,Ken Kesey
188,One Flew Over the Cuckoo's Nest,tt0073486,18606195.02868069,675908952.3747611,1975.0,one flew over the cuckoo's nest,8.6,1135984.0,Signet,272,4.2,total:606956,Ken Kesey
189,One Flew Over the Cuckoo's Nest,tt0073486,18606195.02868069,675908952.3747611,1975.0,one flew over the cuckoo's nest,8.6,1135984.0,Signet,272,4.2,total:608126,Ken Kesey
190,One Flew Over the Cuckoo's Nest,tt0073486,18606195.02868069,675908952.3747611,1975.0,one flew over the cuckoo's nest,8.6,1135984.0,Barron's Educational Series,121,4.33,total:100,Peter Fish
191,The Princess Bride,tt0093779,46587863.554757625,89849976.7643806,1987.0,the princess bride,8.0,475349.0,Ballantine Books,456,4.26,total:750670,William Goldman
192,The Princess Bride,tt0093779,46587863.554757625,89849976.7643806,1987.0,the princess bride,8.0,475349.0,Ballantine Books,283,4.26,total:751947,William Goldman
193,Brazil,tt0088846,46031409.649952695,0.0,1985.0,brazil,7.8,219603.0,Random House Trade Paperbacks,272,3.45,total:2345,John Updike
194,A Clockwork Orange,tt0066921,17884952.380952384,216155908.5714286,1971.0,a clockwork orange,8.2,923993.0,Penguin Classics,159,3.99,total:570424,Anthony Burgess
195,To Kill a Mockingbird,tt0056592,21595739.014647137,141774363.75925434,1962.0,to kill a mockingbird,8.3,347310.0,Harper Perennial Modern Classics,323,4.27,total:4268356,Harper Lee
196,Return of the Jedi,tt0086190,107183910.11235954,1897503101.1235957,1983.0,return of the jedi,8.3,1186506.0,Skylark Books,128,3.63,total:27,Christopher Golden
197,The Third Man,tt0041959,0.0,8056498.643565181,1949.0,the third man,8.1,192461.0,Penguin Books,157,3.82,total:11473,Graham Greene
198,The Third Man,tt0041959,0.0,8056498.643565181,1949.0,the third man,8.1,192461.0,British Film Institute,87,3.78,total:50,Rob    White
199,Alien,tt0078748,52088291.97080292,496883480.68274456,1979.0,alien,8.5,1040202.0,Grand Central Publishing,270,4.09,total:17055,Alan Dean Foster
200,Ran,tt0089881,35290747.398297064,12488790.958410596,1985.0,ran,8.2,147981.0,Shambhala,110,4.19,total:42,Akira Kurosawa
201,Henry V,tt0097499,24086732.673267327,0.0,1989.0,henry v,7.5,32950.0,Washington Square Press,294,3.88,total:40143,William Shakespeare
202,Amadeus,tt0086879,57185347.69833497,165116429.68336925,1984.0,amadeus,8.4,456914.0,Harper Perennial,160,4.2,total:15746,Peter Shaffer
203,The Right Stuff,tt0086197,89457977.52808988,71235056.17977528,1983.0,the right stuff,7.8,68187.0,Black Dog & Leventhal,304,4.24,total:42012,Tom Wolfe
204,Glory,tt0097441,48173465.346534654,71800850.64620462,1989.0,glory,7.8,151209.0,Eerdmans Books for Young Readers,32,3.69,total:16,Nancy White Carlstrom
205,Dead Poets Society,tt0097165,43891379.537953794,631233284.7086469,1989.0,dead poets society,8.1,619804.0,Starfire,166,4.22,total:45564,N.H. Kleinbaum
206,The Graduate,tt0061722,29577629.179331303,1034677771.800608,1967.0,the graduate,8.0,299807.0,Penguin,192,3.41,total:8228,Charles Webb
207,The Treasure of the Sierra Madre,tt0040897,52052297.2972973,58997169.5945946,1948.0,the treasure of the sierra madre,8.2,139469.0,Hill & Wang,308,4.09,total:1901,B. Traven
208,The Shining,tt0081505,79012717.94871794,183049071.40553844,1980.0,the shining,8.4,1193734.0,Simon & Schuster Audio,16,4.22,total:1062889,Stephen King
209,The Shining,tt0081505,79012717.94871794,183049071.40553844,1980.0,the shining,8.4,1193734.0,Signet,447,4.22,total:1066421,Stephen King
210,Stand by Me,tt0092005,23611865.332120106,154325422.24160144,1986.0,stand by me,8.1,474615.0,Columbia Pictures Pubns,96,4.32,total:1505,Raynold Gideon
211,The Manchurian Candidate,tt0056218,863829560.5858855,1037739075.0625832,1962.0,the manchurian candidate,7.9,83618.0,British Film Institute,96,3.59,total:61,Greil Marcus
212,Akira,tt0094625,22370206.896551725,1546818.7148965518,1988.0,akira,8.0,221095.0,,359,4.38,total:22884,Katsuhiro Otomo
213,Cyrano de Bergerac,tt0099334,0.0,0.0,1990.0,cyrano de bergerac,7.5,27154.0,Dover Publications,144,4.06,total:70695,Edmond Rostand
